title,location,price,link
سامسونگ Galaxy A55 با حافظهٔ ۱۲۸ گیگابایت,هفتهٔ پیش در نواب,"۲۳,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B1%DB%B2%DB%B8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AajoBfLK
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,هفتهٔ پیش در سازمان برنامه,"۲۹,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AajgxMeq
A55,در ونک,"۱۱,۰۰۰,۰۰۰ تومان",https://divar.ir/v/a55/AafMIPDs
از دم قسط s24 ultra fe s25 a56 a36 a55 بازنشستگان,در باغ فیض,"۱,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%A7%D8%B2-%D8%AF%D9%85-%D9%82%D8%B3%D8%B7-s24-ultra-fe-s25-a56-a36-a55-%D8%A8%D8%A7%D8%B2%D9%86%D8%B4%D8%B3%D8%AA%DA%AF%D8%A7%D9%86/AaXcyjvN
گوشی a55 سامسونگ 256 گیگ رم 8 مشکی ویتنام,هفتهٔ پیش در افسریه,"۲۹,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-a55-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-256-%DA%AF%DB%8C%DA%AF-%D8%B1%D9%85-8-%D9%85%D8%B4%DA%A9%DB%8C-%D9%88%DB%8C%D8%AA%D9%86%D8%A7%D9%85/Aag0dyDQ
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,هفتهٔ پیش در سلسبیل,"۲۶,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/Aags9rkI
a55 نو داخل کارتون,هفتهٔ پیش در صفا,"۲۹,۹۰۰,۰۰۰ تومان",https://divar.ir/v/a55-%D9%86%D9%88-%D8%AF%D8%A7%D8%AE%D9%84-%DA%A9%D8%A7%D8%B1%D8%AA%D9%88%D9%86/AagwsfHK
سامسونگ A55 ساخت ویتنام، نو با حافظهٔ ۲۵۶ گیگابایت,هفتهٔ پیش در کرمان,"۹,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-%D8%B3%D8%A7%D8%AE%D8%AA-%D9%88%DB%8C%D8%AA%D9%86%D8%A7%D9%85-%D9%86%D9%88-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/Aagk88jj
سامسونگ جدید A55/A35/A25 باچک ۲۵۶ گیگ ویتنام,در شهرک غرب,"۳,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D8%AC%D8%AF%DB%8C%D8%AF-a55-a35-a25-%D8%A8%D8%A7%DA%86%DA%A9-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF-%D9%88%DB%8C%D8%AA%D9%86%D8%A7%D9%85/gZO0YeHR
گوشی سامسونگ Galaxy A55 5G ظرفیت 256 گیگ ویتنام,در جمهوری,"۲۹,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-5g-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-256-%DA%AF%DB%8C%DA%AF-%D9%88%DB%8C%D8%AA%D9%86%D8%A7%D9%85/Aacw8ReI
گوشی پلمپ ،a55,هفتهٔ پیش در شهرک آزادی,"۳۰,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-%D9%BE%D9%84%D9%85%D9%BE-a55/AagQ7aNE
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,هفتهٔ پیش در تهران‌سر,"۶۵,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AagI7h0a
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,هفتهٔ پیش در نارمک,"۲۹,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/Aagk5y1g
گوشیa55 باحافظه 256گیگابایت,۲ هفته پیش در شهر‌زیبا,"۳۱,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8Ca55-%D8%A8%D8%A7%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AagEpwTN
سامسونگ Galaxy A55 با حافظهٔ ۱۲۸ گیگابایت,۲ هفته پیش در نیرو هوایی,"۲۳۰,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B1%DB%B2%DB%B8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AagAGiV_
گوشی سامسونگ A55 5G ۲۵۶ گیگ‌ رم ۸,۲ هفته پیش در ونک,"۳۰,۳۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-5g-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF-%D8%B1%D9%85-%DB%B8/Aag0F0D3
سامسونگ a55/a35/a16 آیفون 16 زیر قیمت بازار,۲ هفته پیش در میدان حر,"۲۸,۲۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-a35-a16-%D8%A2%DB%8C%D9%81%D9%88%D9%86-16-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1/Aaf80DqC
سامسونگ Galaxy A55 با حافظهٔ ۱۲۸ گیگابایت,۲ هفته پیش در خلیج فارس,"۲۲,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B1%DB%B2%DB%B8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AafAUCEr
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,در سهروردی,"۲۸,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/Aab08_jD
گوشی سامسونگ مدل A55 حافظه ۲۵۶ گیگ آکبند,۲ هفته پیش در پیروزی,"۱۲۴,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-a55-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF-%D8%A2%DA%A9%D8%A8%D9%86%D8%AF/Aaf8xpv4
شیائومی اقساطی سامسونگ A55 A35 A25 A15 اپل همه مدل,در شهرک غرب,"۱۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B4%DB%8C%D8%A7%D8%A6%D9%88%D9%85%DB%8C-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-a35-a25-a15-%D8%A7%D9%BE%D9%84-%D9%87%D9%85%D9%87-%D9%85%D8%AF%D9%84/wZaOjxif
سامسونگ سامسونگ a55 با حافظهٔ ۲۵۶ گیگابایت,۲ هفته پیش در استخر,"۳۰,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AaeUNgBa
a55 5g,۲ هفته پیش در دولت‌آباد,"۲۳,۰۰۰,۰۰۰ تومان",https://divar.ir/v/a55-5g/AaeUUEd7
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,۲ هفته پیش در مدائن,"۲۴,۸۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AaeMzjj_
A55,۲ هفته پیش در حکیمیه,"۲۵,۰۰۰,۰۰۰ تومان",https://divar.ir/v/a55/Aae0SQ3K
A55,۲ هفته پیش در شهرک طالقانی,"۲۴,۸۰۰,۰۰۰ تومان",https://divar.ir/v/a55/AadUbTGz
سامسونگ galaxy A55 256 ram 8,۲ هفته پیش در امیرآباد,"۲۶,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-256-ram-8/AadkKnD-
گوشی سامسونگ a55 و a35,۲ هفته پیش در نازی‌آباد,"۲۸,۳۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-%D9%88-a35/AacUtlVx
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,۲ هفته پیش در خاقانی,"۲۷,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AacQc_Qz
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ بدون پیش پرداخت,در هفت حوض,"۱,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%D8%A8%D8%AF%D9%88%D9%86-%D9%BE%DB%8C%D8%B4-%D9%BE%D8%B1%D8%AF%D8%A7%D8%AE%D8%AA/AacEZ6zr
سامسونگ a55 a35 a25 اپل A15 S23 شیائومی note 13PRO,در شهرک غرب,"۳,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-a35-a25-%D8%A7%D9%BE%D9%84-a15-s23-%D8%B4%DB%8C%D8%A7%D8%A6%D9%88%D9%85%DB%8C-note-13pro/gZAylmOL
سامسونگ Galaxy A55 با حافظهٔ ۱۲۸ گیگابایت,۲ هفته پیش در سعادت‌آباد,"۲۴,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B1%DB%B2%DB%B8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/Aab83F8_
گوشی سامسونگa55 و a35,۲ هفته پیش در بریانک,"۲۶,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AFa55-%D9%88-a35/AabUHtqw
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,۲ هفته پیش در تهرانپارس غربی,"۳۰,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AabMnHoR
گوشی a55در حد نو,۲ هفته پیش در جابری,"۲۴,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-a55%D8%AF%D8%B1-%D8%AD%D8%AF-%D9%86%D9%88/AabMGW2D
گوشی a55سالم,۲ هفته پیش در شهرک ولیعصر,"۲۴,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-a55%D8%B3%D8%A7%D9%84%D9%85/AabwlLaR
A55 سامسونگ,۲ هفته پیش در شمیران‌نو,"۲۷,۰۰۰,۰۰۰ تومان",https://divar.ir/v/a55-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF/AabESwqx
موبایل A55 سامسونگ,۲ هفته پیش در شمیران‌نو,"۲۸,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-a55-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF/Aab8hFx5
سامسونگ Galaxy A55 با حافظهٔ ۱۲۸ گیگابایت,در استاد معین,"۲۴,۸۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B1%DB%B2%DB%B8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AaPI0qDX
سامسونگ A55/A35 اقساطی تا ۱۲ ماه,در شهرک غرب,"۱۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-a35-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C-%D8%AA%D8%A7-%DB%B1%DB%B2-%D9%85%D8%A7%D9%87/AabcgGIq
سامسونگ Galaxy A55,۲ هفته پیش در آهنگ,"۲۸,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55/AaaolGLJ
سامسونگ A55سفید,۲ هفته پیش در شمیران‌نو,"۲۶,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55%D8%B3%D9%81%DB%8C%D8%AF/AaasjCKL
سامسونگ Galaxy A55 نقد و اقساط,۲ هفته پیش در دریاچه شهدای خلیج فارس,"۱,۱۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D9%86%D9%82%D8%AF-%D9%88-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7/AaaAhfNQ
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,۲ هفته پیش در سعادت‌آباد,"۸,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/Aaa4A-1y
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,۲ هفته پیش در امامزاده حسن(ع),"۸,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AaYU6Xti
ساسونگ A55 / موبایلدوست / شرق و غرب / خرید و فروش,۲ هفته پیش در مرزداران,"۲۰,۹۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D8%B3%D9%88%D9%86%DA%AF-a55-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84%D8%AF%D9%88%D8%B3%D8%AA-%D8%B4%D8%B1%D9%82-%D9%88-%D8%BA%D8%B1%D8%A8-%D8%AE%D8%B1%DB%8C%D8%AF-%D9%88-%D9%81%D8%B1%D9%88%D8%B4/AaYMJhQA
گوشی سامسونگ a55 128,۲ هفته پیش در آرژانتین,"۲۷,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-128/AaYsoXhp
گوشی سامسونگ A55 5G اقساطی,در جمهوری,"۱۱,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-5g-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C/wZ27zIEH
سامسونگ Galaxy A25 ۲۵۶ 35 55 54 14 04 با دسته چک,در آرژانتین,"۱,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a25-%DB%B2%DB%B5%DB%B6-35-55-54-14-04-%D8%A8%D8%A7-%D8%AF%D8%B3%D8%AA%D9%87-%DA%86%DA%A9/gZUzAAU9
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,در جهاد,"۱,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AaOYhm95
گوشی سامسونگ A55 حافظه 256 +رنگ بندی,در ستارخان,"۵,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%D8%B1%D9%86%DA%AF-%D8%A8%D9%86%D8%AF%DB%8C/AaMkJD-9
سامسونگ سامسونگ Galaxy A54 ۲۵۶ 55 35 34 15,در آرژانتین,"۱,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a54-%DB%B2%DB%B5%DB%B6-55-35-34-15/gZSbsQEF
سامسونگ Galaxy A55,۲ هفته پیش در جیحون,"۱۰,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55/AaXcv_7O
سامسونگ Galaxy A55 با حافظهٔ ۲۵۶ گیگابایت,۲ هفته پیش در اتابک,"۷,۵۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-a55-%D8%A8%D8%A7-%D8%AD%D8%A7%D9%81%D8%B8%D9%87%D9%94-%DB%B2%DB%B5%DB%B6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/AaXA99yf
سامسونگ A55 5G,در مقدم,"۲۷,۰۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a55-5g/AaPsT_QA
سامسونگ ای ۵۵ Samsung A55,در جمهوری,"۳۱,۳۰۰,۰۰۰ تومان",https://divar.ir/v/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D8%A7%DB%8C-%DB%B5%DB%B5-samsung-a55/AaX0Vtop
همه نوع گوشی S23 S24 بایک برگ چک یا بازنشسته A55,در شهرک غرب,"۱۰۰,۰۰۰ تومان",https://divar.ir/v/%D9%87%D9%85%D9%87-%D9%86%D9%88%D8%B9-%DA%AF%D9%88%D8%B4%DB%8C-s23-s24-%D8%A8%D8%A7%DB%8C%DA%A9-%D8%A8%D8%B1%DA%AF-%DA%86%DA%A9-%DB%8C%D8%A7-%D8%A8%D8%A7%D8%B2%D9%86%D8%B4%D8%B3%D8%AA%D9%87-a55/wZnKjeAf
A55 آکبند رنگ سورمه ای,۳ هفته پیش در ارم,"۳۲,۴۰۰,۰۰۰ تومان",https://divar.ir/v/a55-%D8%A2%DA%A9%D8%A8%D9%86%D8%AF-%D8%B1%D9%86%DA%AF-%D8%B3%D9%88%D8%B1%D9%85%D9%87-%D8%A7%DB%8C/AaXYzZkJ
